Date,Open,High,Low,Close,Volume,Change,Previous,Value,Frequency,ForeignSellValue,ForeignBuyValue,NonRegularVolume,NonRegularValue,NonRegularFrequency,ListedShare,TradebleShare,IndexCode,NumberOfStock,MarketCapital
11-06-2015,2207.92,2234.379,2181.445,2193.479,70582600,-14.441,2207.92,289723147700,14518,,,,,,,,CONSUMER,36,1.03002270736796E+15
12-06-2015,2193.479,2223.572,2194.768,2208.118,62292892,14.639,2193.479,184477239150,11409,,,,,,,,CONSUMER,36,1.03843297934855E+15
15-06-2015,2208.118,2201.564,2154.891,2154.891,51993100,-53.227,2208.118,217028175000,13465,,,,,,,,CONSUMER,36,1.0210005973977E+15
16-06-2015,2154.891,2191.425,2151.454,2156.627,77230866,1.736,2154.891,212467698505,31352,,,,,,,,CONSUMER,36,1.01773401960017E+15
17-06-2015,2156.627,2207.916,2174.767,2199.736,78171321,43.109,2156.627,273164690610,19923,,,,,,,,CONSUMER,36,1.03185266093756E+15
18-06-2015,2199.736,2231.239,2199.834,2229.498,77138617,29.762,2199.736,229340189750,12818,,,,,,,,CONSUMER,36,1.04729808847124E+15
19-06-2015,2229.498,2249.784,2227.797,2229.687,75261839,0.189,2229.498,259189923600,14027,,,,,,,,CONSUMER,36,1.04735973246059E+15
22-06-2015,2229.687,2235.142,2213.251,2226.329,41672443,-3.358,2229.687,155988345615,9593,,,,,,,,CONSUMER,36,1.04604100531993E+15
23-06-2015,2226.329,2246.887,2197.653,2197.653,69140386,-28.676,2226.329,193928592600,14955,,,,,,,,CONSUMER,36,1.0353344276699E+15
24-06-2015,2197.653,2223.476,2210.373,2222.326,66898918,24.673,2197.653,207386637825,16626,,,,,,,,CONSUMER,36,1.04166166390957E+15
25-06-2015,2222.326,2220.755,2186.184,2186.184,84635035,-36.142,2222.326,233968211290,19108,,,,,,,,CONSUMER,36,1.02982500801806E+15
26-06-2015,2186.184,2194.182,2148.984,2169.336,169703899,-16.848,2186.184,348209387965,13925,,,,,,,,CONSUMER,36,1.02419740962016E+15
29-06-2015,2169.336,2163.737,2143.728,2149.026,79766850,-20.31,2169.336,284258245600,19829,,,,,,,,CONSUMER,36,1.0141488828225E+15
30-06-2015,2149.026,2204.104,2146.715,2161.479,119222997,12.453,2149.026,415705140905,21163,,,,,,,,CONSUMER,36,1.02348676010865E+15
01-07-2015,2161.479,2182.175,2162.516,2163.833,58682295,2.354,2161.479,216801453440,16438,,,,,,,,CONSUMER,36,1.01768346208088E+15
